Chapter_Shloka_id,Subject,Predicate,Object
BG_11_52,I,am,darsanakanksinah
BG_11_52,devadayah,are,darsanakanksinah
BG_11_52,I,am,darsanepso'pi
BG_11_52,I,am,na tvamiva drstavantah
BG_11_52,I,am,na draksyanti ca
BG_11_53,I,am,na vedaih
BG_11_53,I,am,na rgyajuhsamatharvavedaih
BG_11_53,I,am,na caturbhirapi
BG_11_53,I,am,na tapasa ugrena
BG_11_53,I,am,na candrayanadina
BG_11_53,I,am,na danena
BG_11_53,I,am,na gobhuhiranyadina
BG_11_53,I,am,na ca ijyaya yajnena
BG_11_53,I,am,na pujaya va
BG_11_53,I,am,sakyah
BG_11_53,I,am,yathadarsitaprakarah
BG_11_53,I,am,drstavan asi
BG_11_53,I,am,yatha
BG_11_54,I,am,bhaktya
BG_11_54,bhakti,is,ananyaya
BG_11_54,bhakti,is,aprthagbhutaya
BG_11_54,bhakti,is,not different
BG_11_54,bhakti,is,not found anywhere else
BG_11_54,bhakti,is,only for Vasudeva
BG_11_54,I,am,jnatum sastratah
BG_11_54,I,am,drastum ca
BG_11_54,I,am,saksatkartum
BG_11_54,I,am,tattvena
BG_11_54,I,am,tattvatah
BG_11_54,I,am,pravestum ca
BG_11_54,I,am,moksam ca
BG_11_54,I,am,gantum
BG_11_55,I,am,matkarmakrt
BG_11_55,I,am,matparamah
BG_11_55,I,am,para gatih
BG_11_55,I,am,madbhaktah
BG_11_55,madbhaktah,is,sangavarjitah
BG_11_55,madbhaktah,is,dhanaputramitrakalatrabandhuvargesu
BG_11_55,madbhaktah,is,sangah pritih snehah
BG_11_55,madbhaktah,is,tadvarjitah
BG_11_55,madbhaktah,is,nirvairah
BG_11_55,madbhaktah,is,nirgatavairah
BG_11_55,madbhaktah,is,sarvabhutesu
BG_11_55,madbhaktah,is,satrubhavarahitah
BG_11_55,madbhaktah,is,atmanah
BG_11_55,madbhaktah,is,atyantapakarapravrttesvapi
BG_11_55,I,am,para gatih
BG_11_55,I,am,not any other gati
BG_11_55,I,am,tava upadesah
BG_11_55,I,am,istah
BG_11_55,I,am,upadistah
BG_12_1,those who worship,are connected to,Me
BG_12_1,those who are devoted to Me,worship,My universal form
BG_12_1,those who renounce all,renounce,all actions
BG_12_1,those who see Me as the Supreme Brahman,see,"the imperishable, unmanifest, without cause or effect"
BG_12_1,those who worship,are connected to,Me
BG_12_2,those who are constantly united with Me,are united with,Me
BG_12_2,those who are constantly united with Me,are devoted to Me with faith,the best
BG_12_2,those who are constantly united with Me,are devoted to Me with faith,the most intelligent
BG_12_3,the imperishable,is,omnipresent
BG_12_3,the imperishable,is,incomprehensible
BG_12_3,the imperishable,is,unthinkable
BG_12_3,the imperishable,is,without beginning
BG_12_3,the imperishable,is,immovable
BG_12_3,the imperishable,is,eternal
BG_12_4,those who have control over their senses,control,their senses
BG_12_4,those who have control over their senses,are equal,in all activities
BG_12_4,those who have control over their senses,attain,Me
BG_12_4,those who are devoted to the welfare of all beings,are devoted to,the welfare of all beings
BG_12_5,those who are attached to the imperishable,experience,sorrow
BG_12_5,those who are attached to the body,experience,more sorrow
BG_12_6,yogena,dhyayanta,mama
BG_12_6,upasate,mama,yogena
BG_12_6,ye,sarvani,karmani
BG_12_6,ye,mayi,isvare
BG_12_6,ye,samnyasya,matparah
BG_12_6,ye,matparah,santah
BG_12_6,ye,ananyenaiva,avidyamanam
BG_12_6,ye,anyat,alambanam
BG_12_6,ye,visvarupam,devam
BG_12_6,ye,atmanam,muktva
BG_12_6,ye,sah,ananyah
BG_12_6,kena,yogena,samadhina
BG_12_6,mama,dhyayantah,cintayantah
BG_12_6,upasate,mama,yogena
BG_12_7,bhavami,ciratpartha,mayyavesitacetasam
BG_12_7,tesam,upasanaikaparanam,aham
BG_12_7,tesam,isvarah,samuddharta
BG_12_7,kutah,iti,aha
BG_12_7,mrtyusamsarasagarat,mrtyuyuktah,samsarah
BG_12_7,samsarah,mrtyusamsarah,sa
BG_12_7,sa,iva,sagara
BG_12_7,sagarah,dustaratvat,tasmat
BG_12_7,mrtyusamsarasagarat,tesam,samuddharta
BG_12_7,bhavami,na,cirat
BG_12_7,kim,tarhi,ksiprameva
BG_12_7,he,partha,mayi
BG_12_7,avesitacetasam,mayi,visvarupe
BG_12_7,avesitam,samahitam,cetah
BG_12_7,yesam,te,mayyavesitacetasah
BG_12_8,nivasisyasi,mayyeva,ata
BG_12_8,urdhvam,na,samsayah
BG_12_8,mayi,eva,visvarupe
BG_12_8,mayi,eva,isvare
BG_12_8,manah,sankalpavikalpatmakam,adhatsva
BG_12_8,sthapaya,sthapaya,adhatsva
BG_12_8,buddhim,adhatsva,nivesaya
BG_12_8,tatah,kim,syat
BG_12_8,srnu,nivasisyasi,nivatsyasi
BG_12_8,niscayena,madatmana,nivasam
BG_12_8,karisyasi,eva,atah
BG_12_8,sarirapatat,urdhvam,na
BG_12_8,samsayah,atra,na
BG_12_8,samsayah,kartavyah,atra
BG_12_9,mamicchaptum,dhananjaya,mamicchaptum
BG_12_9,atha,evam,yatha
BG_12_9,avocam,tatha,mayi
BG_12_9,cittam,samadhatum,sthapayitum
BG_12_9,sthiram,acalam,na
BG_12_9,saknosi,cet,tatah
BG_12_9,pascat,abhyasayogena,cittasya
BG_12_9,ekasmin,alambane,sarvatah
BG_12_9,samahrtya,punah,punah
BG_12_9,sthapanam,abhyasah,tatpurvako
BG_12_9,yogah,samadhanalaksanah,tena
BG_12_9,abhyasayogena,mama,visvarupam
BG_12_9,iccha,prarthayasva,aptum
BG_12_9,praptum,he,dhananjaya
BG_12_10,kurvansiddhimavapsyasi,dhananjaya,kurvansiddhimavapsyasi
BG_12_10,abhyase,api,asamarthah
BG_12_10,asi,asaktah,asi
BG_12_10,tarhi,matkarmaparamah,bhava
BG_12_10,matkarmam,matkarma,tatparamah
BG_12_10,matkarmam,matkarmapradhanah,ityarthah
BG_12_10,abhyasena,vina,madarthamapi
BG_12_10,karmam,kevalam,kurvan
BG_12_10,siddhim,sattvasuddhiyogajnanapraptidvarena,avapsyasi
BG_12_11,sarva,karmaphalatyagam,tatah
BG_12_11,yatatmavan,kuru,tatah
BG_12_12,dhyanat,karmaphalatyagat,anantaram
BG_12_3,ajnasya,karmaphalatyagah,sreyahsadhanam
BG_12_3,sampannasadhananusthanasaktau,anustheyatvena,srutatvat
BG_12_3,yada sarve pramucyante,sarvakamaprahanat,amrtatvam
BG_12_3,kamasca sarve,srautasmartakarmanam,phalani
BG_12_3,tattyage ca vidushah,dhyananisthasya,anantaraiva
BG_12_3,santih,sarvakamatyagasamanyam,ajnakarmaphalatyagasya
BG_12_13,nirmamo,nirvahati,mamapratyayavarjitah
BG_12_13,nirahankarah,nirvahati,nirgatahampratyayah
BG_12_13,samaduhkhasukhah,nirvahati,same duhkhasukhe dvesaragayoh apravartake
BG_12_13,ksami,nirvahati,akrustah abhihato va avikriyah eva
BG_12_14,mayyarpitamanobuddhih,sanyasinah,mayyeva arpite sthapite
BG_12_14,madbhaktah,sah,me priyah
BG_12_14,satatam,yogi,samahitacittah
BG_12_14,yatatma,samyatasvabhavah,atmatattvavisaye
BG_12_14,drdhaniscayah,yasya,adhyavasayah
BG_12_14,mayyarpitamanobuddhih,sankalpavikalpatmakam,manah
BG_12_14,adhyavasayalaksana,buddhih,mayyeva arpite sthapite
BG_12_15,harsamarsabhayodvegairmukto,yah,me priyah
BG_12_15,yasmat,sanyasinah,na udvijate
BG_12_15,yasmat,sanyasinah,na udvegam gacchati
BG_12_15,yasmat,sanyasinah,na santapyate
BG_12_15,yasmat,sanyasinah,na sanksubhyati
BG_12_15,lokah,na,udvijate
BG_12_16,yo madbhaktah,is,me priyah
BG_12_16,dehendriyavisayasambandhadisu apeksavisayesu anapeksah nihsprhah,is,sucih
BG_12_16,sucih,is,bahyena abhyantarena ca saucena sampannah
BG_12_16,daksah,is,pratyutpannesu karyesu sadyah yathavat pratipattum samarthah
BG_12_16,udasinah,is,na kasyacit mitradeh paksam bhajate yah
BG_12_16,sah,is,udasinah yatih
BG_12_16,gatavyathah,is,gatabhayah
BG_12_16,sarvarambhaparityagi,is,arabhyanta iti arambhah ihamutraphalabhogarthani kamahetuni karmani
BG_12_16,sarvarambhah,is,tan parityaktum silam asyeti sarvarambhaparityagi yah
BG_12_16,madbhaktah,is,sah me priyah
BG_12_17,bhaktimanyah,is,me priyah
BG_12_17,yah,does not grieve,istapraptau
BG_12_17,yah,does not hate,anistapraptau
BG_12_17,yah,does not lament,priyaviyoge
BG_12_17,yah,does not desire,apraptam
BG_12_17,subhasubhaparityagi,is,bhaktiman
BG_12_17,yasya,is,iti subhasubhaparityagi bhaktiman yah sah me priyah
BG_12_18,samah,is,sangavivarjitah
BG_12_18,samah,is,satrau ca mitre ca
BG_12_18,samah,is,tatha manapamanayoh pujaparibhavayoh
BG_12_18,samah,is,sitosnasukhaduhkhesu
BG_12_18,samah,is,sarvatra ca sangavivarjitah
BG_12_19,aniketah,is,sthiramatirbhaktimanme priyo narah
BG_12_19,tulyanindastutih,is,ninda ca stutisca nindastuti
BG_12_19,te,is,tulye yasya sah tulyanindastutih
BG_12_19,mauni,is,maunavan samyatavak
BG_12_19,santustah,is,yena kenacit sarirasthitihetumatrena
BG_12_19,aniketah,is,nagare
BG_12_19,niketah,is,asrayah nivasah niyatah na vidyate yasya sah aniketah
BG_12_19,sthiramatih,is,sthira paramarthavisaya yasya matih sah sthiramatih
BG_12_19,bhaktiman,is,me priyah narah
BG_12_20,bhaktaste'tiva,is,me priyah
BG_12_20,ye,is,samnyasinah dharmyamrtam dharmadanapetam dharmyam ca tat amrtam ca tat
BG_12_20,idam,is,amrtatvahetutvat
BG_12_20,idam,is,yathoktam 'advesta sarvabhutanam'
BG_12_20,te,is,sraddadhanah santah matparamah yathoktah aham aksaratma paramah niratisaya gatih yesam te matparamah
BG_12_20,madbhaktah,is,uttamam paramarthajnanalaksanam bhaktimasritah
BG_12_20,te,is,ati va me priyah
BG_12_20,priyo,is,hi jnanino'tyartham
BG_12_20,sucitam,is,yat vyakhyaya iha upasamhrtam 'bhaktaste'tiva me priyah' iti
BG_12_20,idam,is,dharmyamrtam mumuksuna yatnatah anustheyam visnoh priyam param dhama jigamisuna
BG_13_1,kshetrajnah,vetti,tam
BG_13_1,kshetrajnah,prahuh,ksetrajnah
BG_13_1,tadvidah,vidanti,tad
BG_13_1,sarvam,uktatam,idam
BG_13_1,sariram,iti,visinasti
BG_13_1,kaunteya,he,ksatranat
BG_13_1,ksatranat,ksayat,ksharanat
BG_13_1,ksetra,abhidhiyate,kathyate
BG_13_1,ksetram,iti,evam
BG_13_1,sariram,ksetram,yah
BG_13_1,vetti,vijanati,apadatalamastakam
BG_13_1,jnanena,visayikaroti,svabhavikena
BG_13_1,aupadesikena,vibhagasah,vedanena
BG_13_1,tam,veditaram,prahuh
BG_13_1,ksetrajnah,iti,evam
BG_13_1,ke,tadvidah,tau
BG_13_1,tadvidah,ye,vidanti
BG_13_1,tad,tadvidah,ye
BG_13_2,jnanajnanayoh,anyatvenopapatteh,duramete
BG_13_2,avidya,ca,vidyeti
BG_13_2,jnata,vidyavidyavisayayoh,phalabhedo
BG_13_2,sreyasca,preyasca,vidyavisayah
BG_13_2,preyas,tu,avidyakaryam
BG_13_2,dvavimavatha,panthanau,imau
BG_13_2,avidya,ca,saha
BG_13_2,karyena,hatavya,iti
BG_13_2,srutismrtinyayebhyah,avagamyate,shrutayah
BG_13_2,iha,cedavedidatha,satyamasti
BG_13_2,na,cedihavedinmahati,vinastih
BG_13_2,tamevam,vidvanamrta,iha
BG_13_2,vidvanna,bibheti,kutascana
BG_13_2,avidus,tu,bhayam
BG_13_2,avidyayamantare,vartamanah,atha
BG_13_2,brahma,veda,brahmaiva
BG_13_2,brahma,veda,brahmaiva
BG_13_2,atmavit,yah,sa
BG_13_2,sa,idam,sarvam
BG_13_2,yada,carmavat,sve
BG_13_2,ajnanenavrtam,jnanam,tena
BG_13_2,muhyanti,jantavah,ihaiva
BG_13_2,tairjitah,sargo,yesam
BG_13_2,samye,sthitam,manah
BG_13_2,samam,pasyan,hi
BG_13_2,sarpankusagrani,tathodapanam,jnatva
BG_13_2,parivarjayanti,manushyah,ajnanatastatra
BG_13_2,patanti,kecijjnane,phalam
BG_13_2,hanta,tarhi,atmani
BG_13_2,kriyakarakaphalatmatayah,svatah,abhave
BG_13_2,avidyaya,ca,adhyaropitatve
BG_13_2,karmani,avidvatkartavyanyeva,na
BG_13_2,vidusam,iti,praptam
BG_13_2,satyam,evam,praptam
BG_13_2,na,hi,dehabhrta
BG_13_2,sakyam,ityatra,darsayisyamah
BG_13_2,samasenaiva,kaunteya,nishtha
BG_13_2,jnanasya,ya,para
BG_13_3,sa,ca,yo
BG_13_3,yatprabhavasca,tatsamasena,me
BG_13_3,yata,nirdistam,idam
BG_13_3,tacchabdena,paramrsati,tad
BG_13_3,yacca,idam,nirdistam
BG_13_3,tata,yadrk,yadrsam
BG_13_3,svakiyaih,dharmaih,ca
BG_13_3,yadvikari,yah,vikarah
BG_13_3,yasya,tat,yadvikari
BG_13_3,yatah,yasmat,ca
BG_13_3,karyam,utpadyate,iti
BG_13_3,sa,ca,yah
BG_13_3,ksetrajnah,nirdistah,sah
BG_13_3,yatprabhavah,ye,prabhavah
BG_13_3,upadhikrtah,saktayah,yasya
BG_13_3,sah,yatprabhavasca,tat
BG_13_3,ksetraksetrajnayoh,yathatmyam,yathavisesitam
BG_13_3,samasena,sanksepena,me
BG_13_3,mama,vakyatah,srnu
BG_13_3,srutva,avadharaya,ityarthah
BG_13_4,brahmasutrapadaiscaiva,hetumadbhihviniscitaih,rsibhih
BG_13_4,vasisthadibhih,bahudha,bahuprakaram
BG_13_4,gitam,kathitam,chandobhih
BG_13_4,chandamsi,rgadini,taih
BG_13_4,chandobhih,vividhaih,nanabhavaih
BG_13_4,nanaprakaraih,prthak,vivekatah
BG_13_4,kinca,brahmasutrapadaisca,eva
BG_13_4,brahmanah,sucakani,vakyanani
BG_13_4,brahmasutrani,taih,padyate
BG_13_4,gamyate,jnayate,iti
BG_13_4,tani,padani,ucyante
BG_13_4,taireva,ca,ksetraksetrajnayathatmyam
BG_13_4,gitam,iti,anuvartate
BG_13_4,atmetyevopasita,br. u. 1 | 4 | 7,ityevamadibhih
BG_13_4,brahmasutrapadaih,atma,jnayate
BG_13_4,hetumadbhih,yuktiyuktaih,viniscitaih
BG_13_4,nihsamsayarupaih,niscitapratyayotpadakaih,ityarthah
BG_13_5,indriyani,dasaikam,ca
BG_13_5,panca,cendriyagocarah,|| 5 ||
BG_13_10,buddhi,avyabhicarini,tena bhajanam
BG_13_10,buddhi,avyabhicarini,bhaktih
BG_13_10,vivikta desa,sevitum,silasya
BG_13_10,vivikta desa,upajayate,vivikta atma bhavana
BG_13_10,vivikta desa,sevitvam,jnanam
BG_13_10,arati,jnanarthatvat,jnanam
BG_13_10,prakruta janasamsadi,arati,jnanarthatvat
BG_13_11,jnanam,proktam,ajnanam
BG_13_11,adhyatmajnanam,nityabhavah,nityatvam
BG_13_11,tattvajnanam,bhavanaparipakanimittam,jnanasadhananam
BG_13_11,tattvajnanam,moksah,samsaroparamah
BG_13_11,tattvajnanam,bhoktr,sukhaduhkhamohakaraparinatanam
BG_13_12,brahma,na sattannasaducyate,anadimatparam
BG_13_13,sarvatahpanipadam,jneyam,tat
BG_13_13,ksetrajnasya,astitvam,vibhavyate
BG_13_13,ksetrajnasya,mithyarupam,ksetropadhibhedakrtam
BG_13_13,jneyasya,lingani,jneyasya
BG_13_13,sarvatahpanipadam,sarvatoksisiromukham,tasyat
BG_13_13,sarvatahpanipadam,srutim,tasyat
BG_13_14,tat,asaktam,sarvabhrccaiva
BG_13_14,tat,nirgunam,gunabhoktr
BG_13_14,tat,varjitam,gunah
BG_13_14,tat,bhoktr,sukhaduhkhamohakaraparinatanam
BG_13_15,sukshmatvat,is,durastam
BG_13_15,cantika,is,tat
BG_13_25,deham,is,atmatvena avidyakalpitam
BG_13_25,deham,is,bahirantasca
BG_13_25,idam,is,acaram carameva
BG_13_25,rajjusarpabhasah,is,yatha
BG_13_25,vyavaharavisayam,is,sarvam
BG_13_25,'idam',is,na vijneyam
BG_13_25,satyam,is,sarvabhasam
BG_13_25,sukshmatvat,is,svena rupena
BG_13_25,tat,is,jneyamapi avijneyam
BG_13_25,avidusam,is,vijnatam
BG_13_25,'atmaivedam sarvam',is,pramanatah nityam vijnatam
BG_13_25,avijnatataya,is,durastham
BG_13_25,varsasahasrakotyapi,is,avidusam
BG_13_25,antike,is,tat
BG_13_25,atmatvat,is,vidusam
BG_13_16,bhutabhartr,is,tajjneyam
BG_13_16,bhutabhartr,is,grasisnu prabhavisnu ca
BG_13_17,jnanam,is,jneyam
BG_13_17,jnanagamyam,is,hrdi sarvasya visthitam
BG_13_12,jyotisam,is,tat jneyam
BG_13_12,atmacaitanyajyotisa,is,iddhani
BG_13_12,'yena suryastapati tejaseddhah',is,tai. bra. 3 | 12 | 9
BG_13_12,'tasya bhasa sarvamidam vibhati',is,mu. u. 2 | 2 | 11
BG_13_12,'yadadityagatam tejah',is,bha. gi. 15 | 12
BG_13_12,tamasah,is,ajnanat param asprstam
BG_13_12,jnanadeh,is,duhsampadanabuddhya praptavasadasya uttambhanarthamaha
BG_13_12,jnanam,is,amanitvadi
BG_13_12,'jneyam yat tat pravaksyami',is,bha. gi. 13 | 12
BG_13_12,jnanagamyam,is,jneyameva jnatam sat jnanaphalamiti jnanagamyamucyate
BG_13_12,jnayamanam,is,jneyam
BG_13_12,trayamapi,is,hrdi buddhau sarvasya pranijatasya visthitam
BG_13_18,madbhakta,is,etadvijnaya madbhavayopapadyate
BG_13_19,vikaramsca,is,gunamscaiva viddhi prakrtisambhavan
BG_13_24,dhyanam,is defined as,ekagrataya yat cinnam
BG_13_24,dhyanam,is characterized by,ekagrata
BG_13_24,dhyanam,is exemplified by,"dhyayativa bakah, dhyayativa prthivi, dhyayantiva parvatah"
BG_13_24,dhyanam,is continuous and uninterrupted,santatah avicchinnapratyayo
BG_13_24,dhyanam,allows yogis to see,atmani buddhau pasyanti atmanam pratyakcetanam atmana svenaiva pratyakcetanena dhyanasamskrtena antahkaranena
BG_13_24,sankhyo yoga,involves contemplation,"esah sankhyo yogah, tena 'pasyanti atmanamatmana' iti vartate"
BG_13_24,sankhyo yoga,contemplates,sattvarajastamamsi gunah maya drsya aham tebhyo'nyah tadvyaparasaksibhutah nityah gunavilaksanah atma
BG_13_24,karma yoga,is defined as,isvararpanabuddhya anusthiyamanam ghatanarupam yogarthatvat yogah
BG_13_24,karma yoga,leads to,sattvasuddhijnanotpattidvarena ca appear
BG_13_25,te,transcend,mrtyum
BG_13_25,te,are devoted to scriptures,srutiparayanah
BG_13_25,te,rely solely on scriptural authority,kevalaparopadesapramanah
BG_13_25,te,lack discrimination,svayam vivekarahitah
BG_13_25,others,have independent reasoning,pramanam prati svatantrah vivekinah
BG_13_25,those with independent reasoning,transcend death,mrtyum atitaranti
BG_13_26,ksetra,and,ksetra-knower
BG_13_26,one who knows the true nature of ksetra and ksetra-knower,sees,Brahman
BG_13_26,one who perceives the illusory nature of the world,sees,Brahman
BG_13_26,one who has correct understanding,dispels,ignorance
BG_13_26,one who has correct understanding,attains,liberation
BG_13_27,one who sees the non-destructible as destructible,sees,the truth
BG_13_27,one who sees the destructible as non-destructible,sees,the opposite
BG_13_27,one who sees the undivided Self,sees,the Self
BG_13_27,others,do not see,the truth
BG_13_27,others,see,multiple objects due to distorted vision
BG_13_28,one who knows the Self and the non-Self,attains,supreme goal
BG_13_29,one who sees the Self as the doer,sees,the Self
BG_13_34,ksetra,is related to,ksetrajna
BG_13_34,ksetra,is related to,avyakhyata
BG_13_34,ksetra,is related to,itaretaravilaakshanyavisesam
BG_13_34,jnanacakshus,is related to,sastra
BG_13_34,jnanacakshus,is related to,caryaprasadopadesa
BG_13_34,jnanacakshus,is related to,atmapratyayika jnanam
BG_13_34,jnanacakshus,is related to,bhutaprakritimoksham
BG_13_34,bhutanam,is characterized by,prakriti
BG_13_34,prakriti,is characterized by,avidya
BG_13_34,prakriti,is characterized by,lakshana
BG_13_34,prakriti,is characterized by,avyakta
BG_13_34,prakriti,is characterized by,akhyata
BG_13_34,prakriti,is related to,moksha
BG_13_34,prakriti,is related to,abhava
BG_13_34,prakriti,is related to,agamanam
BG_13_34,those who know,understand,paramatmatattvam
BG_13_34,those who know,understand,brahma
BG_13_34,those who know,do not,take on a body
BG_14_1,param siddhim,gatah,sarve
BG_14_1,jnanam,sambandhah,bhuyah punah purvesu sarvesvadhyayesu
BG_14_1,jnanam,pravaksyami,tac ca param paravastuvisayatvat
BG_14_1,jnanam,uttamam,uttamaphalatvat
BG_14_1,jnanam,amanitvadinam,kim tarhi
BG_14_1,yajnadijneyavastuvisayanam,moksaya,tani na
BG_14_1,moksaya,parottamasabdabhyam,stauti
BG_14_1,srotrbuddhirucyutpadanartham,yat,jnatva
BG_14_1,jnanam,prapya,munah samnyasinah mananasilah sarve
BG_14_1,param siddhim,moksakhyam,itah asmat dehabandhanat urdhvam gatah praptah
BG_14_2,sarge'pi,nopajayante,pralaye
BG_14_2,vyathanti,na,ca
BG_14_3,sambhavah,sarvabhutanam,tato bhavati
BG_14_3,mama,svabhuta,madiya maya trigunatmika prakrtih
BG_14_3,yoni,sarvabhutanam,karanam
BG_14_3,sarvakaryebhyo,mahattvat,bharanacca
BG_14_3,svavikaranam,mahat,brahma
BG_14_3,tasmin,mahati,brahmani
BG_14_3,yoni,garbham,hiranyagarbhasya
BG_14_3,janmanah,bijam,sarvabhutajanmakaranam
BG_14_3,bijam,dadhami,niksipami
BG_14_3,ksetraksetrajnaprakrtidvayasaktiman,isvarah,aham
BG_14_3,avidyakamakarmopadhisvarupanuvidhayinam,ksetrajnam,ksetrena
BG_14_3,sambhavah,utpattih,sarvabhutanam
BG_14_3,hiranyagarbhotpattidvarena,bhavati,he bharata
BG_14_4,tasam,brahma,mahadyoniraham
BG_14_4,bijapradah,pita,aham
BG_14_5,nibadhnanti,mahabaho,dehe
BG_14_5,dehinamavyayam,avyayam,ca
BG_14_5,sattvam,rajah,tamah
BG_14_5,gunah,paribhasikah,sabdah
BG_14_5,gunah,na,rupadivat dravyasritah
BG_14_5,na,gunaguninoh,anyatvamatra vivaksitam
BG_14_5,tam,aspadikrtya,atmanam
BG_14_5,prakrtisambhavah,nibadhnanti,iva
BG_14_5,bhagavanmayasambhavah,nibadhnanti,iva
BG_14_5,mahantau,samarthatarau,ajanupralambau
BG_14_5,bahu,yasya,sah
BG_14_5,mahabahuh,dehe,sarire
BG_14_5,dehinam,dehavantam,avyayam
BG_14_6,sukha,binds,jnana
BG_14_6,sattva,binds,sukha
BG_14_6,ignorance,causes,misconception
BG_14_6,misconception,causes,attachment
BG_14_6,misconception,causes,aversion
BG_14_6,misconception,causes,inertia
BG_14_6,misconception,causes,sukha
BG_14_6,jnana,binds,ksetra
BG_14_6,jnana,binds,antahkarana
BG_14_6,ignorance,causes,sukha
BG_14_6,ignorance,causes,jnana
BG_14_6,ignorance,causes,attachment
BG_14_6,ignorance,causes,aversion
BG_14_6,ignorance,causes,inertia
BG_14_7,rajas,binds,dehin
BG_14_7,rajas,causes,attachment
BG_14_7,rajas,causes,lobha
BG_14_7,rajas,causes,dvesha
BG_14_7,rajas,causes,krodha
BG_14_7,rajas,causes, attachment
BG_14_7,rajas,causes,trsna
BG_14_7,rajas,causes,asantapti
BG_14_7,rajas,causes,asakti
BG_14_7,rajas,causes,priti
BG_14_7,rajas,causes,samslesha
BG_14_7,rajas,causes,karma
BG_14_7,rajas,causes,drishtadrstarthesu
BG_14_8,tamas,binds,bharata
BG_14_8,tamas,causes,pramada
BG_14_8,tamas,causes,alasyam
BG_14_8,tamas,causes,nidra
BG_14_8,tamas,causes,ajnana
BG_14_8,tamas,causes,moha
BG_14_8,tamas,causes,aviveka
BG_14_8,tamas,causes,sarvadehinam
BG_14_8,tamas,causes,sarvesam
BG_14_9,tamas,covers,jnana
BG_14_9,tamas,causes,pramada
BG_14_10,rajas,increases,sattva
BG_14_10,rajas,increases,tamas
BG_14_10,tamas,increases,sattva
BG_14_10,tamas,increases,rajas
BG_14_10,sattva,causes,jnana
BG_14_10,sattva,causes,sukha
BG_14_10,rajas,causes,karma
BG_14_10,tamas,causes,ajnana
BG_14_10,tamas,causes,avarana
BG_14_11,jnanam,yada,tada
BG_14_11,vidyadvivrddham,sattvamityuta,iti
BG_14_11,sarvadvaresu,atmanah,upalabdhidvarani
BG_14_11,srotradini,sarvani,karanani
BG_14_11,tesu,sarvadvaresu,antahkaranasya
BG_14_11,buddheh,vrttih,prakasah
BG_14_11,dehe,asmin,upajayate
BG_14_11,tadeva,jnanam,yada
BG_14_11,evam,prakaso,jnanakhyah
BG_14_11,upajayate,tada,jnanaprakasena
BG_14_11,lingena,vidyat,vivrddham
BG_14_11,udbhutam,sattvam,iti
BG_14_11,uta,api,iti
BG_14_12,rajasyetani,jayante,vivrddhe
BG_14_12,bharatarsabha,he,bharatarsabha
BG_14_12,lobhah,paradravyaditsa,pravrttih
BG_14_12,pravartanam,samanyacesta,arambhah
BG_14_12,karmanam,asamah,anupasamah
BG_14_12,harsaragadipravrttih,sprha,sarvasamanyavastuvisaya
BG_14_12,trsna,rajasi,gune
BG_14_12,vivrddhe,etani,lingani
BG_14_12,jayante,he,bharatarsabha
BG_14_13,tamasyetani,jayante,vivrddhe
BG_14_13,kurunandana,he,kurunandana
BG_14_13,aprakasah,avivekah,atyantam
BG_14_13,apravrttisca,pravrttyabhavah,tatkaryam
BG_14_13,pramado,moha,eva
BG_14_13,ca,avivekah,mudhata
BG_14_13,tamasi,gune,vivrddhe
BG_14_13,etani,lingani,jayante
BG_14_13,he,kurunandana,kurunandana
BG_14_14,tadottamavidam,lokanamalanpratipadyate,iti
BG_14_14,yada,sattve,pravrddhe
BG_14_14,udbhute,tu,pralayam
BG_14_14,maranam,yati,pratipadyate
BG_14_14,dehabhrit,atma,tada
BG_14_14,uttamavidam,mahadaditattvavidam,ityetat
BG_14_14,lokan,amalan,malarahitan
BG_14_14,pratipadyate,prapnoti,ityetat
BG_14_15,tatha,pralinastamasi,mudhayonisu
BG_14_15,jayate,rajasi,gune
BG_14_15,vivrddhe,pralayam,maranam
BG_14_15,gatva,prapya,karmasangisu
BG_14_15,karmasaktiyuktesu,manusyesu,jayate
BG_14_15,tatha,tadvadeva,pralinah
BG_14_15,mrtah,tamasi,vivrddhe
BG_14_15,mudhayonisu,pasvadiyonisu,jayate
BG_14_16,Rajas,Phalam,Dukham
BG_14_16,Rajas,Phalam,Dukham
BG_14_16,Tamas,Phalam,Ajnanam
BG_14_17,Rajas,Lobha,Eva
BG_14_17,Rajas,Pramadamohau,Ca
BG_14_17,Tamas,Pramadamohau,Bhavatah
BG_14_17,Tamas,Ajnanameva,Ca
BG_14_18,Tamas,Adho,Gacchanti
BG_14_18,Sattva,Urdhvam,Gacchanti
BG_14_18,Sattva,Devalokadisu,Utpadyante
BG_14_18,Rajas,Manusyesu,Utpadyante
BG_14_18,Tamas,Jaghanyagunavrttasthah,Jaghanyasca
BG_14_18,Tamas,Nidralasyadi,Vrttam
BG_14_18,Tamas,Pasvadisu,Utpadyante
BG_14_19,Gunebhyasca,Param,Vetti
BG_14_19,Madbhavam,Sah,Drasta
BG_14_19,Madbhavam,Adhigacchati,Ityarthah
BG_14_20,Janmamrtyujaraduhkhair,Vimukto,Amrutam
BG_14_20,Madbhavam,Adhigacchati,Ityarthah
BG_14_21,kimacarah,understands,caitam
BG_14_21,kimacarah,transcends,three qualities
BG_14_21,Lord,transcends,three qualities
BG_14_22,He,does not hate,engaged activities
